Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Fri Dec 13 08:30:22 2024
| Host         : bwrc-amd1 running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /bwrcq/C/vikramj/dsp-chiplet-to/chipyard/fpga/generated-src/chipyard.fpga.nexysvideo.NexysVideoHarness.BringupNexysVideoConfig/obj/report/utilization.txt
| Design       : NexysVideoHarness
| Device       : xc7a200tsbg484-1
| Speed File   : -1
| Design State : Physopt postRoute
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------------------------------------------+----------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                   Instance                                   |                             Module                             | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|           in_phits_io_inner_ser_0_in_phit2flit                               |                                                     PhitToFlit |          9 |          9 |       0 |    0 |     6 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_0_in_q                                       |                                                       Queue_69 |          7 |          7 |       0 |    0 |     7 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_1_in_phit2flit                               |                                                 PhitToFlit_221 |         29 |         29 |       0 |    0 |    19 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_1_in_q                                       |                                                   Queue_69_222 |          6 |          6 |       0 |    0 |     7 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_2_in_phit2flit                               |                                                 PhitToFlit_223 |         10 |         10 |       0 |    0 |     6 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_2_in_q                                       |                                                   Queue_69_224 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_3_in_phit2flit                               |                                                 PhitToFlit_225 |         10 |         10 |       0 |    0 |     6 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_3_in_q                                       |                                                   Queue_69_226 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_4_in_phit2flit                               |                                                 PhitToFlit_227 |         29 |         29 |       0 |    0 |    19 |      0 |      0 |          0 |
|           in_phits_io_inner_ser_4_in_q                                       |                                                   Queue_69_228 |          5 |          5 |       0 |    0 |     7 |      0 |      0 |          0 |
|           out_arb                                                            |                                                    PhitArbiter |         19 |         19 |       0 |    0 |     8 |      0 |      0 |          0 |
